latitude, longitude
32.607694472982, -85.481643750024
32.607699374553, -85.481642617427
32.607705350009, -85.481642370890
32.607710312448, -85.481641629999
32.607715630540, -85.481641333688
32.607721234429, -85.481640587068
32.607726599698, -85.481640267255
32.607731640064, -85.481639287272
32.607737482295, -85.481638725204
32.607742442523, -85.481637995025
32.607748225154, -85.481637816851
32.607753575152, -85.481636886907
32.607758585750, -85.481636968794
32.607764032210, -85.481636497581
32.607769421966, -85.481635556427
32.607774827251, -85.481635089842
32.607780055885, -85.481634473655
32.607785695899, -85.481634109735
32.607791388425, -85.481633411375
32.607796702174, -85.481633042089
32.607801746398, -85.481632709099
32.607807337334, -85.481631967092
32.607812324516, -85.481630905773
32.607817881587, -85.481631381961
32.607823125480, -85.481630068625
32.607828666794, -85.481629670264
32.607833803190, -85.481629058663
32.607839463209, -85.481628742295
32.607844909618, -85.481627862802
32.607849988937, -85.481627614637
32.607855322426, -85.481627046544
32.607860422289, -85.481626515597
32.607865861802, -85.481626128756
32.607871669722, -85.481625583934
32.607876646309, -85.481625273046
32.607882239757, -85.481624003661
32.607887312511, -85.481623859373
32.607893030821, -85.481623117054
32.607898654157, -85.481622642209
32.607903536675, -85.481622409274
32.607909386827, -85.481621787083
32.607914432934, -85.481621191161
32.607920046572, -85.481619904872
32.607925317031, -85.481620043935
32.607930832276, -85.481619867099
32.607936133785, -85.481619168649
32.607941108603, -85.481617805137
32.607946915821, -85.481618225174
32.607952464462, -85.481617152936
32.607957482579, -85.481616378148
32.607962730842, -85.481616556810
32.607968386750, -85.481615914936
32.607973562756, -85.481615210619
32.607978668049, -85.481614385583
32.607983991136, -85.481613903226
32.607989687962, -85.481613353075
32.607995203944, -85.481613145030
32.608000351684, -85.481612506127
32.608005784590, -85.481611847920
32.608011172530, -85.481611365405
32.608016637012, -85.481610359377
32.608021817994, -85.481610339556
32.608027554125, -85.481610043944
32.608032930171, -85.481608752125
32.608037929010, -85.481608601535
32.608043833326, -85.481607905145
32.608048805846, -85.481607256013
32.608054091326, -85.481607177451
32.608059336347, -85.481606093098
32.608064820950, -85.481605730215
32.608069759762, -85.481605180283
32.608075794387, -85.481604540086
32.608080611489, -85.481604120525
32.608086084381, -85.481603737155
32.608091762869, -85.481602991399
32.608097485193, -85.481602810710
32.608102342565, -85.481602356156
32.608107597978, -85.481601522771
32.608113195048, -85.481601362011
32.608118448518, -85.481600679998
32.608123950630, -85.481599860555
32.608129070760, -85.481599299862
32.608134388285, -85.481598586917
32.608140263223, -85.481598323040
32.608145135471, -85.481597470381
32.608150820677, -85.481597230730
32.608156097108, -85.481596879087
32.608161440430, -85.481596077597
